what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487688922
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineUp",1347487703373
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487715310
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487718993
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487719230
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487719553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487719781
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487726080
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487726646
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487727001
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487727194
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487727405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347487736612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347487737505
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487744134
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487744720
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487745167
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487745551
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487745889
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1347487755173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1347487755584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347487759822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1347487762443
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487768926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347487772994
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1347487804456
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1347487804593
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1347487804647
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347487826099
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1347487826099
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487828819
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487829142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347487839970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347487840439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347487843751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347487844191
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1347487898552
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1347487900066
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487914073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487915428
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1347487920335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347487921197
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1347487921667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347487923792
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1347487924792
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1347487924978
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487925560
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1347487928038
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1347487928608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347487962144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347487962552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347487962733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347487962926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347487966456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347487966733
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347487980774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347487981656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347487982878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347487994116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347488022618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347488024572
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517423466
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517426004
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517431325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347517442455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347517445501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347517453024
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517504834
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517504852
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517504863
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1347517510099
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517529116
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517535052
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517535059
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517548423
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517548433
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1347517548587
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1347517549763
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517562189
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517571547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347517574790
error,log,,,"Unexpected runtime error while computing a text hover",1347517588373
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517686865
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347517691217
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517727086
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517740476
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347517745694
failed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347517745694
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347517756791
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347517756894
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1347517757241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347517767350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347517767745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347517768410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347517769114
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347517774613
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1347517774614
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1347517852183
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347518360044
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347518360059
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347518360073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347518370579
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347518375139
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347518375151
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347518375161
error,log,,,"IOException encountered while reading ""I:\\Learn\\Framework\\Java\\install\\eclipse-java-indigo-SR2-win32-x86_64\\eclipse\\configuration\\org.eclipse.core.runtime\\.mainData.3"".",1347518375531
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1347518410244
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1347518410246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518411689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518440714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518462231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518463214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518466845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518468022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518692606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518807948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347518844731
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1347519034343
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1347519034344
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1347519034345
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1347519034346
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1347519034346
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1347519034367
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1347519034367
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1347519034367
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1347519034367
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1347519034368
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1347519034368
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1347519034368
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1347519034368
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1347519034400
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1347519034401
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1347519034401
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1347519034401
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1347519034401
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1347519034401
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1347519034401
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1347519034402
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1347519034402
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1347519034402
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1347519034403
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1347519034403
